차종,가격,연식,배기량,주행거리,색상,변속기,연료,선루프,LED헤드램프,어댑티드헤드램프,가죽시트,열선시트(앞좌석),통풍시트,후방센서,스마트키,네비게이션(순정),네비게이션(비순정),전손유무,소유자 이전 횟수,침수유무
쉐보레 더 뉴 스파크 1.0 프리미어,800만원,2019.07,999 cc (75마력),"19,319 km",청색,자동,가솔린,0,0,0,1,1,0,1,1,0,0,,,
기아 더 뉴 레이 1.0 프레스티지,"1,230만원",2018.03,998 cc (78마력),"40,026 km",흰색,자동,가솔린,0,0,0,1,1,0,1,1,1,0,,,
현대 포터2 슈퍼캡 내장탑차 스마트,"1,890만원",2021.03,"2,497 cc (133마력)","16,719 km",흰색,자동,디젤,0,0,0,0,0,0,0,0,0,1,,,
현대 유니버스 캠핑카,"12,400만원",2013.05,"12,742 cc ()","142,800 km",흰색투톤,자동,디젤,0,0,0,0,0,0,0,0,0,0,,,
쉐보레 더 넥스트 스파크 1.0 LT,299만원,2015.09,999 cc (),"135,000 km",보라색,자동,가솔린,0,0,0,1,0,0,1,0,0,0,,,
쉐보레 크루즈 1.8 5도어 LT 플러스,199만원,2013.01,"1,796 cc (142마력)","168,205 km",회색,자동,가솔린,1,0,0,1,0,0,1,0,0,0,,,
기아 올 뉴 카니발 2.2 디젤 9인승 하이리무진 프레스티지,"1,669만원",2016.11,"2,199 cc (202마력)","143,000 km",진주색,자동,디젤,0,0,0,1,0,1,1,1,1,0,,,
현대 그랜드스타렉스  캠핑카 -,"2,180만원",2012.06,"2,497 cc (174마력)","94,155 km",회색,자동,디젤,0,0,0,1,1,0,1,0,0,1,,,
현대 싼타페TM  2.2 디젤 2WD 인스퍼레이션,"2,450만원",2018.11,"2,199 cc (202마력)","59,150 km",흰색,자동,디젤,0,1,1,1,1,1,1,1,1,0,,,
현대 아이오닉6  롱레인지 AWD 프레스티지,"4,380만원",2022.11,111 cc (325마력),"22,134 km",진회색,자동,전기,0,1,1,1,1,1,1,1,1,0,,,
현대 올 뉴 투싼  2.0 디젤 2WD 모던 스페셜,"1,360만원",2016.1,"1,995 cc (186마력)","101,539 km",진회색 (페퍼 그레이),자동,디젤,0,1,0,1,1,0,1,1,1,0,,,
현대 뉴 카운티  캠핑카 -,"5,380만원",2013.06,"3,933 cc (170마력)","74,000 km",흰색투톤,수동,디젤,0,0,0,1,0,0,1,0,0,1,,,
르노코리아 마스터  2.3 디젤 캠핑카,"4,680만원",2019.09,"2,299 cc ()","6,200 km",흰색,수동,디젤,0,0,0,0,0,0,1,0,1,0,,,
르노코리아 SM7 뉴 아트 2.3 SE23,179만원,2009.09,"2,349 cc (170마력)","166,294 km",검정색,자동,가솔린,1,0,0,1,0,0,1,1,0,0,,,
현대 넥쏘   프리미엄,"2,350만원",2021.02,0 cc (154마력),"42,000 km",흰색,자동,수소,1,1,1,1,1,1,1,1,1,0,,,
현대 쏘나타 하이브리드  2.0 HEV 인스퍼레이션,"2,950만원",2021.04,"1,999 cc (195마력)","31,000 km",기타색상,자동,가솔린 하이브리드,0,1,1,1,1,1,1,1,1,0,,,
현대 팰리세이드  3.8 가솔린 4WD 프레스티지,"3,150만원",2021.07,"3,778 cc (295마력)","55,000 km",기타색상,자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
현대 더 뉴 싼타페  2.2 디젤 2WD 프레스티지 5인승,"2,530만원",2020.1,"2,151 cc (202마력)","67,000 km",기타색상,자동,디젤,0,1,0,1,1,1,1,1,1,0,,,
기아 디 올 뉴 니로  1.6 HEV 프레스티지,"2,900만원",2023.11,"1,580 cc (141마력)","1,600 km",기타색상,자동,가솔린 하이브리드,0,0,0,1,1,1,1,1,1,0,,,
기아 EV6  롱 레인지 AWD GT 라인,"4,450만원",2022.1,111 cc (325마력),"8,000 km",검정색,자동,전기,1,1,1,1,1,1,1,1,1,0,,,
르노코리아 뉴 QM6  2.0 LPe 2WD LE,"2,230만원",2022.08,"1,998 cc (140마력)","20,000 km",기타색상,자동,LPG,0,1,1,1,1,1,1,1,1,0,,,
현대 뉴 에쿠스 3.8 VS380 모던,720만원,2013.07,"3,778 cc (334마력)","249,662 km",검정색,자동,가솔린,,,,,,,,,,,,,
현대 팰리세이드 2.2 디젤 2WD 익스클루시브,"2,290만원",2019.02,"2,199 cc (202마력)","119,000 km",검정색,자동,디젤,,,,,,,,,,,,,
현대 쏘나타 2.0 LPi   스타일,"1,360만원",2020.07,"1,999 cc (146마력)","87,675 km",흰색,자동,LPG,,,,,,,,,,,,,
현대 올 뉴 아반떼 1.6  모던,"1,240만원",2020.07,"1,598 cc (123마력)","110,959 km",흰색,자동,가솔린,0,0,1,1,1,1,1,1,0,0,,,
현대 올 뉴 투싼 1.7 디젤 2WD  모던,"1,050만원",2015.03,"1,685 cc (141마력)","121,000 km",회색,자동,디젤,1,1,0,1,0,0,1,1,0,0,,,
기아 올 뉴 K7 3.3  노블레스,970만원,2016.03,"3,342 cc (290마력)","166,732 km",검정색,자동,가솔린,0,0,0,1,0,1,0,1,1,0,,,
기아 더 뉴 카니발 2.2 디젤 9인승  노블레스 스페셜,"1,770만원",2019.04,"2,199 cc (202마력)","93,567 km",흰색,자동,디젤,1,1,0,1,1,1,1,1,1,0,,,
현대 그랜드스타렉스 2.5 디젤 밴 5인승 2WD  모던,720만원,2015.12,"2,497 cc (175마력)","222,815 km",은색,자동,디젤,,,,,,,,,,,,,
현대 포터2 CRDi 슈퍼캡  초장축 SUP 일반형,650만원,2015.08,"2,497 cc ()","134,946 km",청색,수동,디젤,,,,,,,,,,,,,
현대 그랜드스타렉스 2.5 디젤 밴 5인승 2WD CVX 디럭스,630만원,2015.04,"2,497 cc (174마력)","267,063 km",흰색,자동,디젤,,,,,,,,,,,,,
KG모빌리티 코란도 스포츠 2.0 디젤 2WD CX5 클럽,400만원,2013.06,"1,998 cc (155마력)","227,826 km",은색,자동,디젤,,,,,,,,,,,,,
현대 그랜저HG 330 셀러브리티,480만원,2011.12,"3,342 cc (294마력)","263,295 km",검정색,자동,가솔린,,,,,,,,,,,,,
쉐보레 더 뉴 스파크 1.0  프리미어,840만원,2019.12,999 cc (75마력),"33,566 km",흰색,자동,가솔린,,,,,,,,,,,,,
현대 팰리세이드 2.2 디젤 2WD 익스클루시브,"2,390만원",2018.12,"2,199 cc (202마력)","98,951 km",검정색,자동,디젤,,,,,,,,,,,,,
현대 그랜드스타렉스 2.5 디젤 밴 5인승 2WD  CVX 프리미엄,440만원,2014.04,"2,497 cc (174마력)","287,766 km",은색,자동,디젤,,,,,,,,,,,,,
기아 K5 하이브리드 2.0 HEV  노블레스,590만원,2011.09,"1,999 cc (191마력)","177,166 km",흰색,자동,가솔린 하이브리드,,,,,,,,,,,,,
현대 아반떼AD 1.6  모던,870만원,2016.04,"1,591 cc (132마력)","105,922 km",회색,자동,가솔린,1,0,0,1,0,0,1,1,0,0,,,
현대 그랜저HG 240 모던,830만원,2014.11,"2,359 cc (190마력)","146,767 km",흰색,자동,가솔린,1,0,0,1,1,1,1,1,1,0,,,
현대 그랜드스타렉스 2.5 디젤 밴 3인승 2WD  CVX 디럭스,520만원,2013.04,"2,497 cc (174마력)","173,928 km",흰색,수동,디젤,,,,,,,,,,,,,
현대 뉴 에쿠스 3.8 VS380 프레스티지,490만원,2011.12,"3,778 cc (334마력)","253,393 km",검정색,자동,가솔린,1,0,1,1,0,1,1,1,1,0,,,
현대 포터2 CRDi 일반캡  초장축 골드,620만원,2014.11,"2,497 cc ()","158,383 km",흰색,수동,디젤,,,,,,,,,,,,,
현대 싼타페TM 2.0 디젤 2WD 프리미엄,"1,720만원",2020.06,"1,995 cc (186마력)","54,695 km",흰색,자동,디젤,,,,,,,,,,,,,
쉐보레 올 뉴 크루즈 1.4 터보  LTZ,770만원,2018.02,"1,399 cc (153마력)","142,263 km",검정색,자동,가솔린,1,0,0,0,0,0,0,0,0,0,,,
현대 싼타페 더스타일 2.0 디젤 2WD CLX 디럭스,319만원,2011.05,"1,995 cc (184마력)","182,000 km",흰색,자동,디젤,0,0,0,1,1,0,1,0,0,0,,,
KG모빌리티 슈퍼 렉스턴 2.0 디젤 2WD RX4 최고급형,229만원,2011.11,"1,998 cc (148마력)","211,037 km",은색,자동,디젤,1,0,0,1,0,0,1,0,0,0,,,
KG모빌리티 렉스턴W 2.0 디젤 4WD RX7 프레스티지,449만원,2012.09,"1,998 cc (178마력)","181,000 km",검정색,자동,디젤,1,0,0,1,1,0,1,1,0,0,,,
르노코리아 뉴 SM5  2.0 SE,179만원,2010.01,"1,998 cc (141마력)","131,613 km",검정색,자동,가솔린,,,,,,,,,,,,,
쉐보레 임팔라 2.5 LT,699만원,2017.06,"2,457 cc (199마력)","153,665 km",검정색,자동,가솔린,1,0,0,1,0,0,1,1,1,0,,,
르노코리아 뉴 SM5  2.0 LE 익스클루시브,199만원,2011.07,"1,998 cc (141마력)","128,259 km",은색,자동,가솔린,0,0,0,0,0,0,0,0,0,0,,,
현대 팰리세이드  3.8 가솔린 4WD 프레스티지,"2,780만원",2019.08,"3,778 cc (295마력)","106,959 km",흰색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,전손: 0 , 3회, 침수분손 : 0 
쉐보레 올란도 2.0 디젤 LT 프리미엄,269만원,2011.11,"1,998 cc (163마력)","172,000 km",회색,자동,디젤,0,0,0,1,0,0,1,0,0,1,,,
현대 그랜드스타렉스 2.5 디젤 밴 5인승 2WD  CVX 럭셔리,"1,090만원",2014.05,"2,497 cc (174마력)","111,000 km",흰색,자동,디젤,0,0,0,1,1,0,1,0,0,1,,,
기아 카니발 4세대 3.5 가솔린 7인승 하이리무진 시그니처,,2024.03,"3,470 cc (294마력)",300 km,검정색,자동,가솔린,,,,,,,,,,,전손: 0 , 0회, 침수분손 : 0 
기아 카니발 4세대 3.5 가솔린 7인승 하이리무진 시그니처,,2024.03,"3,470 cc (294마력)",300 km,흰색,자동,가솔린,,,,,,,,,,,전손: 0 , 0회, 침수분손 : 0 
기아 더 뉴 셀토스 1.6 가솔린 터보 2WD 프레스티지,,2022.1,"1,999 cc ()",10 km,흰색,자동,가솔린,,,,,,,,,,,전손: 0 , 0회, 침수분손 : 0 
기아 더 뉴 모닝  1.0 트렌디,,2023.11,998 cc (76마력),10 km,흰색,자동,가솔린,0,0,0,0,1,0,1,0,0,0,전손: 0 , 0회, 침수분손 : 0 
현대 디 올 뉴 그랜저 2.5 2WD 프리미엄,,2023.12,"2,497 cc (198마력)",10 km,검정색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,전손: 0 , 0회, 침수분손 : 0 
현대 디 올 뉴 그랜저 하이브리드 1.6 터보 HEV 캘리그래피,,2023.09,"1,598 cc (230마력)",10 km,흰색,자동,가솔린 하이브리드,,,,,,,,,,,전손: 0 , 0회, 침수분손 : 0 
제네시스 GV70 2.5 터보,,2023.1,"2,497 cc (304마력)",10 km,흰색,자동,가솔린,,,,,,,,,,,전손: 0 , 0회, 침수분손 : 0 
제네시스 더 올 뉴 G80 2.5 터보 AWD,,2023.08,"2,497 cc (304마력)",10 km,흰색,자동,가솔린,,,,,,,,,,,전손: 0 , 0회, 침수분손 : 0 
제네시스 GV80 2.5 터보 AWD 5인승,,2024.02,"2,497 cc (304마력)",10 km,검정색,자동,가솔린,1,1,0,1,1,1,1,1,1,0,전손: 0 , 0회, 침수분손 : 0 
기아 디 올 뉴 스포티지 하이브리드 1.6 터보 HEV 시그니처,,2022.07,"1,598 cc (230마력)",20 km,흰색,자동,가솔린 하이브리드,1,1,0,1,1,1,1,1,1,0,전손: 0 , 0회, 침수분손 : 0 
제네시스 G90 2세대  3.5 터보 AWD 프리미엄 컬렉션,,2022.08,"3,470 cc (380마력)",20 km,검정색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,전손: 0 , 0회, 침수분손 : 0 
기아 디 올 뉴 니로 1.6 HEV 트렌디,,2022.06,"1,580 cc (141마력)",10 km,녹색,자동,가솔린 하이브리드,0,0,0,1,1,0,1,0,0,0,전손: 0 , 0회, 침수분손 : 0 
제네시스 GV80 2.5 터보 AWD 5인승,,2023.11,"2,497 cc (304마력)",10 km,흰색,자동,가솔린,,,,,,,,,,,전손: 0 , 0회, 침수분손 : 0 
기아 더 뉴 카니발 4세대 2.2 디젤 9인승 노블레스,,2024.01,"2,151 cc (194마력)",20 km,흰색,자동,디젤,1,1,0,1,1,1,1,1,1,0,전손: 0 , 0회, 침수분손 : 0 
제네시스 GV70 2.5 터보 스포츠,,2022.08,"2,497 cc (304마력)",200 km,검정색,자동,가솔린,0,1,0,1,1,1,1,1,1,0,전손: 0 , 0회, 침수분손 : 0 
제네시스 GV80 3.5 터보 AWD 5인승,,2023.05,"3,470 cc (380마력)",10 km,검정색,자동,가솔린,,,,,,,,,,,전손: 0 , 0회, 침수분손 : 0 
제네시스 더 올 뉴 G80 2.5 터보 AWD,,2023.07,"2,497 cc (304마력)",10 km,흰색,자동,가솔린,,,,,,,,,,,전손: 0 , 0회, 침수분손 : 0 
제네시스 GV80 2.5 터보 AWD 5인승,,2023.07,"2,497 cc (304마력)",10 km,흰색,자동,가솔린,,,,,,,,,,,전손: 0 , 0회, 침수분손 : 0 
제네시스 GV70 2.5 터보 AWD,,2023.07,"2,497 cc (304마력)",10 km,흰색,자동,가솔린,,,,,,,,,,,전손: 0 , 0회, 침수분손 : 0 
기아 쏘렌토 4세대 하이브리드 1.6 터보 HEV 2WD 노블레스,,2023.03,"1,598 cc (230마력)",10 km,흰색,자동,하이브리드(가솔린/전기),,,,,,,,,,,전손: 0 , 0회, 침수분손 : 0 
제네시스 G90 2세대  3.5 터보 2WD 프리미엄 컬렉션,,2023.04,"3,470 cc (380마력)",10 km,검정색,자동,가솔린,,,,,,,,,,,전손: 0 , 0회, 침수분손 : 0 
기아 카니발 4세대 2.2 디젤 9인승 노블레스,,2022.11,"2,151 cc (202마력)",20 km,검정색,자동,디젤,0,1,0,1,1,1,0,1,1,0,전손: 0 , 0회, 침수분손 : 0 
제네시스 G90 2세대  3.5 터보 AWD,,2022.08,"3,470 cc (380마력)",50 km,검정색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,전손: 0 , 0회, 침수분손 : 0 
현대 디 올 뉴 그랜저 하이브리드 1.6 터보 HEV 캘리그래피,,2023.04,"1,598 cc (230마력)",10 km,흰색,자동,가솔린 하이브리드,,,,,,,,,,,전손: 0 , 0회, 침수분손 : 0 
현대 아이오닉6 롱레인지 AWD 프레스티지,,2022.09,111 cc (325마력),20 km,흰색,자동,전기,1,1,1,1,1,1,1,1,1,0,전손: 0 , 0회, 침수분손 : 0 
기아 스팅어 3.3 터보 AWD GT,"2,390만원",2018.02,"3,342 cc (370마력)","114,924 km",흰색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,,,
기아 모하비 더 마스터 3.0 디젤 4WD 5인승  마스터즈,"2,790만원",2020.05,"2,959 cc (260마력)","48,956 km",검정색,자동,디젤,,,,,,,,,,,,,
KG모빌리티 더 뉴 렉스턴 스포츠 칸  2.2 디젤 4WD 프레스티지,"2,899만원",2022.1,"2,157 cc (202마력)","23,666 km",녹색,자동,디젤,0,1,0,1,1,1,1,1,1,0,,,
기아 더 뉴 카니발  3.3 가솔린 하이리무진  -,"3,699만원",2018.12,"3,342 cc (280마력)","57,500 km",검정색,자동,가솔린,0,1,0,1,1,1,1,1,1,0,,,
제네시스 더 올 뉴 G80  3.5 터보 AWD -,"3,899만원",2020.07,"3,470 cc (380마력)","103,981 km",검정색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,,,
현대 맥스크루즈  2.2 디젤 4WD 익스클루시브 스페셜,"1,699만원",2015.05,"2,199 cc (200마력)","64,969 km",갈색,자동,디젤,0,0,0,1,1,1,1,1,1,0,,,
제네시스 G90 1세대  3.8 AWD 프리미엄 럭셔리,"4,399만원",2019.04,"3,778 cc (315마력)","87,275 km",은색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,,,
기아 더 뉴 K9  3.8 AWD 베스트 셀렉션 I,"4,599만원",2021.07,"3,778 cc (315마력)","37,674 km",검정색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,,,
제네시스 G90 1세대  3.8 AWD 프리미엄 럭셔리,"4,399만원",2019.04,"3,778 cc (315마력)","116,888 km",검정색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,,,
기아 더 K9  3.8 AWD 플래티넘,"3,299만원",2020.09,"3,778 cc (315마력)","55,694 km",청색,자동,가솔린,0,1,0,1,1,1,1,1,1,0,,,
기아 더 K9  3.3 터보 AWD 그랜드 마스터즈,"3,399만원",2021.01,"3,342 cc (370마력)","137,128 km",검정색,자동,가솔린,0,1,1,1,1,1,1,1,1,1,,,
르노코리아 XM3  1.6 LE 플러스,"1,520만원",2020.11,"1,598 cc (123마력)","34,408 km",갈색,자동,가솔린,0,1,0,1,1,0,1,1,1,0,,,
KG모빌리티 G4 렉스턴  2.2 디젤 4WD 5인승 마제스티 스페셜,"2,199만원",2020,"2,157 cc (187마력)","97,960 km",검정색,자동,디젤,0,0,0,1,1,1,1,1,1,0,,,
제네시스 G70  2.0 터보 AWD 슈프림,"2,199만원",2018.03,"1,998 cc (252마력)","103,919 km",청색,자동,가솔린,0,1,0,1,1,1,1,1,1,0,,,
제네시스 G90 1세대  3.8 AWD 프레스티지,"4,699만원",2019.05,"3,778 cc (315마력)","97,685 km",검정색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,,,
르노코리아 SM6  2.0 RE,799만원,2016.05,"1,997 cc (150마력)","172,117 km",흰색,자동,가솔린,0,1,0,1,1,0,1,1,1,0,,,
현대 그랜저IG  3.0 프리미엄,"2,099만원",2019.09,"2,999 cc (266마력)","66,597 km",검정색,자동,가솔린,0,0,0,1,1,1,1,1,1,0,,,
현대 LF쏘나타 하이브리드  2.0 HEV 모던,899만원,2015.05,"1,999 cc (191마력)","208,572 km",흰색,자동,가솔린 하이브리드,0,0,0,1,1,1,1,1,1,0,,,
현대 올 뉴 마이티  2.5톤 슈퍼캡 장축저상,"3,399만원",2017.05,"3,933 cc ()","33,936 km",흰색,수동,디젤,0,0,0,0,1,0,1,0,0,0,,,
기아 더 뉴 K9  3.8 AWD 베스트 셀렉션 I,"4,699만원",2021.09,"3,778 cc (315마력)","76,041 km",청색 (로얄 블루),자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
제네시스 더 올 뉴 G80  3.5 터보 AWD -,"4,199만원",2021.01,"3,470 cc (380마력)","109,098 km",검정색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,,,
현대 쏘나타 뉴 라이즈  1.6 터보 마이 시티 에디션,"1,299만원",2018.04,"1,591 cc (180마력)","171,488 km",흰색,자동,가솔린,0,1,0,1,1,0,1,1,1,0,,,
기아 더 뉴 K7  2.4 프레스티지 스페셜,859만원,2013.03,"2,359 cc (201마력)","141,336 km",검정색,자동,가솔린,0,0,0,1,1,1,1,1,1,0,,,
현대 더 뉴 그랜저  2.5 프리미엄 초이스,"2,699만원",2020,"2,497 cc (198마력)","79,131 km",검정색,자동,가솔린,1,1,0,1,1,1,1,1,1,0,,,
제네시스 G80  3.3 AWD 럭셔리,"2,299만원",2020.01,"3,342 cc (282마력)","137,069 km",갈색,자동,가솔린,0,0,0,1,1,1,1,1,1,0,,,
현대 올 뉴 마이티  3.5톤 슈퍼캡 장축고상,"2,499만원",2016.05,"3,933 cc ()","387,282 km",회색,수동,디젤,0,0,0,1,1,0,0,0,0,0,,,
현대 팰리세이드  3.8 가솔린 4WD 프레스티지,"3,399만원",2019.03,"3,778 cc (295마력)","19,924 km",진청색,자동,가솔린,0,1,0,1,1,1,1,1,1,0,,,
기아 더 뉴 K9  3.3 프레스티지,"1,380만원",2015.06,"3,342 cc (300마력)","128,866 km",검정색,자동,가솔린,0,0,1,1,1,1,1,1,1,0,,,
쉐보레 카마로 SS  6.2 V8 -,"2,590만원",2017.04,"6,162 cc (453마력)","94,918 km",검정색 (캔디 레드),자동,가솔린,1,0,0,1,0,1,1,1,1,0,,,
기아 스팅어  3.3 터보 AWD GT,"2,790만원",2019.03,"3,342 cc (370마력)","56,650 km",빨간색 (무광 블랙 랩핑),자동,가솔린,1,1,0,1,1,1,1,1,1,0,,,
기아 모하비  3.0 디젤 4WD KV300 최고급형,"1,030만원",2010.06,"2,959 cc (250마력)","156,384 km",진회색 (화이트),자동,디젤,1,0,0,1,1,1,0,1,1,0,,,
현대 LF쏘나타  1.7 디젤 스마트 스페셜,"1,330만원",2015.1,"1,685 cc (141마력)","92,411 km",흰색,자동,디젤,1,0,0,1,1,1,1,1,0,1,,,
기아 올 뉴 카니발  2.2 디젤 9인승 하이리무진 노블레스,"2,330만원",2016.07,"2,199 cc (202마력)","116,380 km",흰색,자동,디젤,0,1,0,1,1,1,1,1,1,0,,,
기아 더 뉴 K5  2.0 터보 노블레스,"1,090만원",2014.02,"1,998 cc (271마력)","146,709 km",흰색,자동,가솔린,1,0,1,1,1,1,1,1,1,0,,,
현대 그랜저IG  3.0 LPi  프리미엄 스페셜,"2,190만원",2018.09,"2,999 cc (235마력)","117,609 km",흰색,자동,LPG,0,1,0,1,1,1,1,1,1,0,,,
기아 올 뉴 K7  3.0 LPi  프레스티지,"1,590만원",2018.04,"2,999 cc ()","168,596 km",검정색,자동,LPG,0,1,0,1,1,1,1,1,1,0,,,
르노코리아 뉴 마스터  2.3 디젤 캠핑카,"4,550만원",2020.11,"2,299 cc (150마력)","23,000 km",흰색,수동,디젤,0,0,0,1,0,0,0,0,1,0,,,
현대 더 뉴 그랜드스타렉스  2.5 디젤 왜건 12인승 2WD 스마트,"1,900만원",2018.04,"2,497 cc (175마력)","75,516 km",회색,자동,디젤,0,0,0,1,1,0,1,0,0,1,,,
쉐보레 스파크  1.0 LS 스타,270만원,2011.09,995 cc (70마력),"84,427 km",갈색,자동,가솔린,0,0,0,1,1,0,1,0,0,1,,,
쉐보레 스파크 1.0  LS 스타,290만원,2011.07,995 cc (70마력),"107,000 km",검정색,자동,가솔린,0,0,0,1,1,0,1,0,0,1,,,
기아 봉고3 윙바디 탑차,"1,740만원",2018.08,"2,497 cc (126마력)","80,800 km",흰색,자동,디젤,0,0,0,1,1,0,1,0,0,0,,,
기아 더 K9 3.3 AWD,"5,250만원",2022.01,"3,342 cc (282마력)","52,600 km",검정색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,,,
기아 쏘렌토 4세대 하이브리드 1.6 터보 HEV 2WD  노블레스,"3,650만원",2021.04,"1,598 cc (230마력)","45,130 km",흰색,자동,가솔린 하이브리드,,,,,,,,,,,,,
현대 그랜저HG 240  럭셔리,530만원,2011.07,"2,359 cc (201마력)","185,000 km",검정색,자동,가솔린,0,0,0,1,1,0,1,1,1,0,,,
기아 더 뉴 카니발  3.3 가솔린 7인승 하이리무진 프레지던트,"3,230만원",2019.01,"3,342 cc (280마력)","71,536 km",흰색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,전손: 0 , 3회, 침수분손 : 0 
제네시스 G80  3.3 럭셔리,"1,480만원",2017.06,"3,342 cc (282마력)","166,468 km",은색,자동,가솔린,0,0,1,1,1,1,1,1,1,0,,,
현대 제네시스 DH  G380 AWD 프레스티지,"1,580만원",2014.01,"3,778 cc (315마력)","155,789 km",검정색,자동,가솔린,0,0,1,1,1,1,1,1,1,0,전손: 0 , 4회, 침수분손 : 0 
기아 더 뉴 카니발  3.3 가솔린 하이리무진  -,"3,790만원",2019.06,"3,342 cc (280마력)","36,813 km",검정색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,전손: 0 , 4회, 침수분손 : 0 
기아 더 뉴 카니발  3.3 가솔린 7인승 프레지던트,"2,430만원",2018.08,"3,342 cc (280마력)","92,509 km",진회색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,전손: 0 , 3회, 침수분손 : 0 
기아 더 K9  5.0 AWD 퀀텀,"3,750만원",2019.04,"5,038 cc (425마력)","91,062 km",검정색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,전손: 0 , 1회, 침수분손 : 0 
현대 더 뉴 그랜저  3.3 캘리그래피,"2,980만원",2020.11,"3,342 cc (290마력)","73,343 km",검정색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,전손: 0 , 1회, 침수분손 : 0 
KG모빌리티 더 뉴 렉스턴 스포츠 칸  2.2 디젤 4WD 프레스티지,"3,050만원",2022.06,"2,157 cc (202마력)","9,557 km",검정색,자동,디젤,0,1,1,1,1,1,1,1,1,0,전손: 0 , 1회, 침수분손 : 0 
기아 더 뉴 쏘렌토  2.0 가솔린 터보 2WD 마스터 스페셜,"2,880만원",2020.01,"1,998 cc (240마력)","68,028 km",흰색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,,,
기아 카니발 4세대  3.5 가솔린 하이리무진  -,"7,490만원",2022.11,"3,470 cc (294마력)","19,396 km",검정색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,전손: 0 , 0회, 침수분손 : 0 
기아 더 뉴 카니발  3.3 가솔린 7인승 리무진 프레지던트,"2,750만원",2018.04,"3,342 cc (280마력)","62,587 km",흰색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
제네시스 G80  3.8 AWD 프레스티지,"2,480만원",2017.07,"3,778 cc (315마력)","131,278 km",흰색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,전손: 0 , 4회, 침수분손 : 0 
현대 더 뉴 그랜저  2.5 캘리그래피,"3,380만원",2020.02,"2,497 cc (198마력)","41,612 km",연금색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,,,
기아 카니발 4세대  3.5 가솔린 7인승 시그니처,"3,680만원",2022.09,"3,470 cc (294마력)","72,561 km",흰색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,전손: 0 , 1회, 침수분손 : 0 
기아 더 뉴 쏘렌토  2.2 디젤 2WD 마스터 스페셜,"2,580만원",2019.07,"2,199 cc (202마력)","91,861 km",흰색,자동,디젤,0,1,1,1,1,1,1,1,1,0,전손: 0 , 0회, 침수분손 : 0 
